Date,UPV,DNV,ADV,DEC,SPX,Lows,Highs,AAII,VIX
24/4/2013,481.83,214.49,1973.0,1058.0,1578.79,1.0756,8.6365,-46.3014,13.61
25/4/2013,486.33,244.12,1965.0,1083.0,1585.16,2.6865,9.9652,-43.42100000000001,13.62
26/4/2013,233.97,439.98,1255.0,1776.0,1582.24,1.5099,5.129,-43.42100000000001,13.61
29/4/2013,459.14,127.69,2253.0,807.0,1593.61,3.1566,8.0594,-43.42100000000001,13.71
30/4/2013,537.96,329.99,2018.0,1022.0,1597.57,1.9084,10.234,-43.42100000000001,13.52
1/5/2013,117.67,595.75,866.0,2226.0,1582.7,0.9206,7.9574,-43.42100000000001,14.49
2/5/2013,511.55,158.35,2357.0,754.0,1597.59,1.3321,8.8702,-38.0282,13.59
3/5/2013,550.0,152.77,2252.0,860.0,1614.42,0.5696,15.0,-38.0282,12.85
6/5/2013,402.82,208.3,1854.0,1228.0,1617.5,0.2531,9.5282,-38.0282,12.66
7/5/2013,456.25,170.53,2327.0,803.0,1625.96,0.3796,14.436,-38.0282,12.83
8/5/2013,494.31,225.73,2037.0,1046.0,1632.69,0.3823,16.102999999999998,-38.0282,12.66
9/5/2013,221.52,437.68,1119.0,1985.0,1626.67,0.3161,12.940999999999999,-18.4116,13.13
10/5/2013,408.33,209.41,1959.0,1139.0,1633.7,0.4753,10.557,-18.4116,12.59
13/5/2013,243.31,344.67,1225.0,1867.0,1633.77,0.4357,9.4658,-18.4116,12.55
14/5/2013,535.15,153.1,2098.0,1018.0,1650.34,0.3727,15.377,-18.4116,12.77
15/5/2013,490.98,240.24,1711.0,1421.0,1658.78,0.3414,16.62,-18.4116,12.81
16/5/2013,196.42,472.82,1229.0,1858.0,1650.47,0.3408,11.838,-23.0284,13.07
17/5/2013,680.91,156.34,2237.0,862.0,1667.47,0.2482,13.897,-23.0284,12.45
20/5/2013,382.13,264.42,1747.0,1337.0,1666.29,0.3406,15.404000000000002,-23.0284,13.02
21/5/2013,362.96,307.67,1663.0,1391.0,1669.16,0.5263,12.735999999999999,-23.0284,13.37
22/5/2013,185.82,659.86,686.0,2431.0,1655.35,0.4061,15.277000000000001,-23.0284,13.82
23/5/2013,316.63,482.34,1288.0,1803.0,1650.51,0.4349,1.4856,-2.0548,14.07
24/5/2013,231.25,338.53,1363.0,1661.0,1649.6,0.7752,2.0622,-2.0548,13.99
28/5/2013,474.99,247.08,1814.0,1294.0,1660.06,1.1466,8.265,-2.0548,14.48
29/5/2013,234.8,476.17,640.0,2465.0,1648.36,0.8976,2.3307,-2.0548,14.83
30/5/2013,453.18,243.51,1817.0,1225.0,1654.41,0.7733,4.6548,-28.0633,14.53
31/5/2013,122.86,1001.39,473.0,2622.0,1630.74,0.6182,3.0964,-28.0633,16.3
3/6/2013,516.42,348.99,1385.0,1703.0,1640.42,0.5912,2.3674,-28.0633,16.28
4/6/2013,249.45,528.05,1135.0,1922.0,1631.38,1.0833,2.7901,-28.0633,16.27
5/6/2013,81.51899999999999,654.67,583.0,2510.0,1608.9,0.7297,0.7894,-28.0633,17.5
6/6/2013,669.38,122.35,2409.0,670.0,1622.56,1.3249,0.7904,-41.0526,16.63
7/6/2013,539.28,186.05,2114.0,960.0,1643.38,4.126,2.9496,-41.0526,15.14
10/6/2013,276.69,310.09,1365.0,1700.0,1642.81,2.1849,3.6335,-41.0526,15.44
11/6/2013,102.13,582.79,421.0,2694.0,1626.13,5.1185,1.2287,-41.0526,17.07
12/6/2013,132.04,544.71,604.0,2516.0,1612.52,4.2486,1.2861,-41.0526,18.59
13/6/2013,658.55,94.71,2645.0,471.0,1636.36,2.7471,2.3329,-34.054,16.41
14/6/2013,203.71,418.37,1414.0,1667.0,1626.73,1.9918,2.6515,-34.054,17.15
17/6/2013,491.54,176.34,2070.0,1016.0,1639.04,0.6343,4.4192,-34.054,16.8
18/6/2013,498.85,139.51,2102.0,986.0,1651.81,2.8752,5.0425,-34.054,16.61
19/6/2013,51.242,701.83,466.0,2625.0,1628.93,8.5381,3.7259,-34.054,16.64
20/6/2013,51.207,1014.21,170.0,2976.0,1588.19,12.578,0.5346,-25.0936,20.49
21/6/2013,1024.52,938.93,1539.0,1546.0,1592.43,11.16,1.0404,-25.0936,18.9
24/6/2013,94.45,859.76,418.0,2705.0,1573.09,0.9785,0.5973,-25.0936,20.11
25/6/2013,702.32,101.68,2493.0,620.0,1588.03,0.6944,1.1617,-25.0936,18.47
26/6/2013,584.92,184.18,2357.0,766.0,1603.26,1.8594,2.0402,-25.0936,17.21
27/6/2013,590.97,138.52,2632.0,486.0,1613.2,2.905,2.9884,-39.4496,16.86
28/6/2013,733.29,965.25,1548.0,1500.0,1606.28,11.73,2.9169,-39.4496,16.86
1/7/2013,476.61,228.2,2202.0,872.0,1614.96,8.8588,5.3447,-39.4496,16.37
2/7/2013,284.59,428.23,1204.0,1893.0,1614.08,18.012999999999998,3.8158,-39.4496,16.44
3/7/2013,221.46,250.8,1181.0,1829.0,1615.41,4.6468,2.9989999999999997,-39.4496,16.2
5/7/2013,412.63,204.98,1754.0,1332.0,1631.89,1.8519,6.6519,-16.0142,14.89
8/7/2013,507.84,392.67,1784.0,1297.0,1640.46,0.9751,8.8013,-16.0142,14.78
9/7/2013,542.32,139.98,2265.0,802.0,1652.32,0.8561,8.9331,-16.0142,14.35
10/7/2013,297.6,350.99,1619.0,1426.0,1652.62,1.0091,6.1295,-16.0142,14.21
11/7/2013,655.28,84.71,2714.0,413.0,1675.02,1.4834,11.732999999999999,-2.1277,14.01
12/7/2013,372.23,290.3,1528.0,1516.0,1680.19,2.6924,8.0875,-2.1277,13.84
15/7/2013,358.72,201.4,1905.0,1166.0,1682.5,1.4826,10.12,-2.1277,13.79
16/7/2013,217.32,386.96,1082.0,1963.0,1676.26,1.1679,5.8302,-2.1277,14.42
17/7/2013,442.04,220.93,1990.0,1044.0,1680.91,1.169,5.2364,-2.1277,13.78
18/7/2013,480.93,182.91,2070.0,979.0,1689.37,0.3479,10.523,-4.5297,13.77
19/7/2013,482.88,373.25,1547.0,1492.0,1692.09,0.5392,8.2248,-4.5297,12.54
22/7/2013,373.61,202.65,1729.0,1310.0,1695.53,0.6958,10.308,-4.5297,12.29
23/7/2013,350.73,261.78,1741.0,1322.0,1692.39,0.6337,8.4151,-4.5297,12.66
24/7/2013,171.27,494.2,751.0,2323.0,1685.94,0.4126,6.5719,-4.5297,13.18
25/7/2013,410.04,256.71,1751.0,1319.0,1690.25,0.4754,5.1517,-9.7643,12.97
26/7/2013,282.6,307.8,1456.0,1594.0,1691.65,0.5399,3.4865,-9.7643,12.72
29/7/2013,185.16,386.78,920.0,2145.0,1685.33,2.0932,2.9543,-9.7643,13.39
30/7/2013,313.04,334.46,1570.0,1493.0,1685.96,0.8858,3.8267,-9.7643,13.39
31/7/2013,412.93,475.92,1588.0,1476.0,1685.73,1.9905,6.5211,-9.7643,13.45
1/8/2013,608.42,178.3,1914.0,1189.0,1706.87,3.5398,12.685,-28.7672,12.94
2/8/2013,342.83,327.33,1558.0,1499.0,1709.67,1.3629,6.5864,-28.7672,11.98
5/8/2013,223.15,298.5,1259.0,1812.0,1707.14,1.3342,6.5169,-28.7672,11.84
6/8/2013,146.22,504.25,767.0,2303.0,1697.37,1.2966,3.9216,-28.7672,12.72
7/8/2013,184.28,432.54,944.0,2113.0,1690.91,2.3109,1.8999,-28.7672,12.98
8/8/2013,500.94,181.95,1993.0,1056.0,1697.48,1.7733,4.8657,-21.0032,12.73
9/8/2013,321.05,308.09,1488.0,1559.0,1691.42,3.5115,4.1338,-21.0032,13.41
12/8/2013,281.02,293.88,1636.0,1427.0,1689.47,6.0405,3.3882,-21.0032,12.81
13/8/2013,261.89,346.31,1263.0,1826.0,1694.16,5.6365,4.3711,-21.0032,12.31
14/8/2013,236.41,371.78,1002.0,2076.0,1685.39,2.9068,3.2156,-21.0032,13.04
15/8/2013,170.85,542.65,483.0,2645.0,1661.32,3.408,0.6274,-30.9859,14.73
16/8/2013,269.07,555.89,1075.0,2018.0,1655.83,2.0266,0.9154,-30.9859,14.37
19/8/2013,95.04799999999999,541.21,591.0,2536.0,1646.06,6.2264,0.5317,-30.9859,15.1
20/8/2013,467.99,158.58,2373.0,733.0,1652.35,7.976,0.8769,-30.9859,14.91
21/8/2013,121.38,528.64,841.0,2236.0,1642.8,12.735,0.9131,-30.9859,15.94
22/8/2013,478.63,83.986,2605.0,505.0,1656.96,10.764000000000001,2.1678,-42.0849,14.76
23/8/2013,382.56,165.03,2100.0,985.0,1663.5,15.014000000000001,2.1129,-42.0849,13.98
26/8/2013,184.61,351.37,1261.0,1800.0,1656.78,8.5186,2.9328,-42.0849,14.99
27/8/2013,57.086000000000006,621.01,620.0,2481.0,1630.48,4.7544,0.4421,-42.0849,16.77
28/8/2013,326.85,257.24,1699.0,1355.0,1634.96,2.3249,0.8199,-42.0849,16.49
29/8/2013,339.28,196.12,1957.0,1087.0,1638.17,1.1038,0.8561,-32.9192,16.81
30/8/2013,206.57,547.64,912.0,2117.0,1632.97,0.5992,0.608,-32.9192,17.01
3/9/2013,480.26,291.68,1678.0,1401.0,1639.77,2.526,1.5763,-32.9192,16.61
4/9/2013,555.93,154.84,2185.0,877.0,1653.08,2.239,2.2159,-32.9192,15.88
5/9/2013,381.27,241.83,1452.0,1624.0,1655.08,1.0463,2.944,-28.94,15.77
6/9/2013,397.28,257.19,1754.0,1286.0,1655.17,1.568,3.3736,-28.94,15.85
9/9/2013,559.09,75.124,2464.0,615.0,1671.71,1.1079,4.7574,-28.94,15.63
10/9/2013,564.16,200.69,2007.0,1070.0,1683.99,1.5511,6.694,-28.94,14.53
11/9/2013,391.82,247.26,1709.0,1352.0,1689.13,1.2731,5.5397,-28.94,13.82
12/9/2013,181.94,453.81,995.0,2073.0,1683.42,0.8246,4.3616,-8.97,14.29
13/9/2013,349.36,208.29,1868.0,1172.0,1687.99,1.263,2.7549,-8.97,14.16
16/9/2013,446.21,196.11,2078.0,996.0,1697.6,2.1526,7.4424,-8.97,14.38
17/9/2013,408.43,154.32,2064.0,1010.0,1704.76,2.086,5.0253,-8.97,14.53
18/9/2013,717.78,94.941,2676.0,449.0,1725.52,1.8683,10.277000000000001,-8.97,13.59
19/9/2013,254.98,474.03,1276.0,1802.0,1722.34,0.8199,10.715,-9.7744,13.16
20/9/2013,368.03,1610.06,885.0,2226.0,1709.91,1.0746,5.3774,-9.7744,13.12
23/9/2013,221.32,458.86,1286.0,1762.0,1701.84,0.9458,2.5365,-9.7744,14.31
24/9/2013,316.5,346.08,1696.0,1357.0,1697.42,0.4412,4.5799,-9.7744,14.08
25/9/2013,308.63,322.93,1547.0,1513.0,1692.77,1.0377,3.5093,-9.7744,14.01
26/9/2013,345.36,235.37,1935.0,1102.0,1698.67,1.1414,3.7306,-27.8911,14.06
27/9/2013,163.98,465.73,1007.0,2015.0,1691.75,0.8212,2.316,-27.8911,15.46
30/9/2013,249.51,617.32,1233.0,1833.0,1681.55,0.6323,2.1196,-27.8911,16.6
1/10/2013,558.55,148.96,2193.0,849.0,1695.0,0.7272,6.4281,-27.8911,15.54
2/10/2013,390.69,291.15,1339.0,1701.0,1693.87,0.9518,3.7634,-27.8911,16.6
3/10/2013,123.08,564.37,653.0,2419.0,1678.66,1.1705,3.2013,-24.3244,17.67
4/10/2013,429.12,164.39,2015.0,1046.0,1690.5,1.0436,4.4332,-24.3244,16.74
7/10/2013,126.19,463.24,667.0,2421.0,1676.12,1.3629,1.6088,-24.3244,19.41
8/10/2013,77.005,646.37,588.0,2446.0,1655.45,0.95,1.3625,-24.3244,20.34
9/10/2013,381.23,339.79,1468.0,1573.0,1656.4,1.4196,0.9154,-24.3244,19.6
10/10/2013,681.45,52.443000000000005,2657.0,450.0,1692.56,1.9328,3.5759,-17.3432,16.48
11/10/2013,439.98,188.92,2277.0,814.0,1703.2,2.7462,5.7893,-17.3432,15.72
14/10/2013,379.45,184.24,1749.0,1253.0,1710.14,0.7911,6.0,-17.3432,16.07
15/10/2013,165.08,513.29,714.0,2371.0,1698.06,0.8542,5.0441,-17.3432,18.66
16/10/2013,612.27,102.28,2474.0,613.0,1721.54,1.0159,8.5435,-17.3432,14.71
17/10/2013,609.02,135.88,2568.0,527.0,1733.15,1.7339,10.355,-7.4434,13.48
18/10/2013,588.43,290.02,2220.0,867.0,1744.5,1.4817,14.849,-7.4434,13.04
21/10/2013,279.96,385.34,1480.0,1585.0,1744.66,0.6966,11.3,-7.4434,13.16
22/10/2013,508.83,221.18,2257.0,836.0,1754.67,0.7251,13.527000000000001,-7.4434,13.33
23/10/2013,221.39,472.73,1378.0,1677.0,1746.38,0.3788,4.878,-7.4434,13.42
24/10/2013,410.49,296.56,1784.0,1285.0,1752.07,0.158,7.1203,-1.5974,13.2
25/10/2013,425.63,248.63,1784.0,1298.0,1759.77,0.3168,7.9205,-1.5974,13.09
28/10/2013,325.4,398.7,1391.0,1659.0,1762.11,0.2848,5.9924,-1.5974,13.31
29/10/2013,435.43,239.33,1875.0,1180.0,1771.95,0.4102,7.3557,-1.5974,13.41
30/10/2013,232.87,448.45,917.0,2167.0,1763.31,0.3488,6.9965,-1.5974,13.65
31/10/2013,308.91,588.5,1213.0,1865.0,1756.54,0.1902,4.422,-10.0671,13.75
1/11/2013,433.67,357.25,1400.0,1683.0,1761.64,0.4097,3.3555,-10.0671,13.28
4/11/2013,483.13,170.75,2044.0,1007.0,1767.93,0.8212,4.7197,-10.0671,12.93
5/11/2013,210.09,521.56,995.0,2099.0,1762.97,0.4118,4.2205,-10.0671,13.27
6/11/2013,403.81,291.23,1637.0,1427.0,1770.49,1.0079,5.5416,-10.0671,12.67
7/11/2013,130.23,774.61,687.0,2411.0,1747.15,0.7872,3.8317,-9.0343,13.91
8/11/2013,602.69,216.28,1781.0,1323.0,1770.61,1.3191,3.6616,-9.0343,12.9
11/11/2013,294.12,237.09,1593.0,1445.0,1771.89,1.9255,4.1456,-9.0343,12.53
12/11/2013,258.79,384.36,1130.0,1945.0,1767.69,1.1392,3.2136,-9.0343,12.82
13/11/2013,552.97,135.34,2109.0,966.0,1782.0,1.4493,5.2681,-9.0343,12.52
14/11/2013,454.93,169.95,2002.0,1057.0,1790.62,1.6088,7.952000000000001,-21.6049,12.37
15/11/2013,554.78,227.42,2010.0,1044.0,1798.18,0.6942,7.5418,-21.6049,12.19
18/11/2013,212.98,407.22,1202.0,1892.0,1791.53,0.5364,8.8778,-21.6049,13.1
19/11/2013,193.67,440.99,965.0,2112.0,1787.87,0.5939,2.5448,-21.6049,13.39
20/11/2013,206.23,405.72,1034.0,2056.0,1781.37,1.3823,2.3907,-21.6049,13.4
21/11/2013,496.14,167.76,2295.0,804.0,1795.85,2.202,4.8235,-31.2139,12.66
22/11/2013,395.09,200.55,1890.0,1178.0,1804.76,2.3014,7.0935,-31.2139,12.26
25/11/2013,267.06,350.54,1365.0,1700.0,1802.48,1.7263,7.8179,-31.2139,12.79
26/11/2013,400.79,413.36,1737.0,1327.0,1802.75,1.9152,6.0749,-31.2139,12.81
27/11/2013,329.53,194.93,1928.0,1146.0,1807.23,2.1089,6.193,-31.2139,12.98
29/11/2013,223.31,228.9,1657.0,1337.0,1805.81,1.1003,7.035,-5.3968,13.7
2/12/2013,207.87,439.54,872.0,2208.0,1800.9,0.514,5.0741,-5.3968,14.23
3/12/2013,251.99,506.68,1205.0,1893.0,1795.15,2.735,1.6347,-5.3968,14.55
4/12/2013,371.82,370.52,1176.0,1901.0,1792.81,2.9634,1.9861,-5.3968,14.7
5/12/2013,222.78,472.16,1045.0,2032.0,1785.03,4.2929,1.7045,-14.717,15.08
6/12/2013,497.79,167.36,2228.0,867.0,1805.09,3.2431,4.5969999999999995,-14.717,13.79
9/12/2013,438.02,245.64,1538.0,1524.0,1808.37,2.0119,4.9356,-14.717,13.49
10/12/2013,234.35,391.68,1254.0,1843.0,1802.62,2.4695,3.2823,-14.717,13.91
11/12/2013,96.023,640.8,624.0,2528.0,1782.22,5.4046,1.5933,-14.717,15.42
12/12/2013,294.33,424.8,1304.0,1786.0,1775.5,8.6196,1.0306,-17.4698,15.54
13/12/2013,317.13,290.3,1753.0,1320.0,1775.32,3.6746,1.7902,-17.4698,15.76
16/12/2013,486.4,173.91,2081.0,1040.0,1786.54,2.5187,3.5448,-17.4698,16.03
17/12/2013,271.53,387.28,1443.0,1657.0,1781.0,2.7086,2.5529,-17.4698,16.21
18/12/2013,728.74,145.63,2461.0,685.0,1810.65,2.6472,5.7926,-17.4698,13.8
19/12/2013,309.69,378.33,1315.0,1798.0,1809.6,2.8169,5.2269,-5.0847,14.15
20/12/2013,1338.45,546.44,2362.0,765.0,1818.32,1.31,8.8272,-5.0847,13.79
23/12/2013,450.23,153.56,2214.0,913.0,1827.99,1.1548,10.83,-5.0847,13.04
24/12/2013,204.67,60.625,2043.0,1015.0,1833.32,0.9464,9.4637,-5.0847,12.48
26/12/2013,272.2,139.27,1657.0,1439.0,1842.02,1.2833,11.33,10.1124,12.33
27/12/2013,253.52,159.23,1602.0,1482.0,1841.4,1.8205,7.7841,10.1124,12.46
30/12/2013,212.93,233.06,1530.0,1582.0,1841.07,1.6255,5.7831,10.1124,13.56
31/12/2013,397.33,161.76,2028.0,1089.0,1848.36,1.4953,9.3146,10.1124,13.72
2/1/2014,170.41,445.62,1056.0,2085.0,1831.98,0.9663,2.8055,-13.8212,14.23
3/1/2014,289.92,240.4,1995.0,1106.0,1831.37,0.4693,2.9725,-13.8212,13.76
6/1/2014,282.02,378.44,1447.0,1675.0,1826.77,0.185,4.2373,-13.8212,13.55
7/1/2014,424.99,264.59,2050.0,1060.0,1837.88,1.0497,4.4173,-13.8212,12.92
8/1/2014,356.63,387.96,1350.0,1726.0,1837.49,0.4394,4.9781,-13.8212,12.87
9/1/2014,345.89,340.86,1628.0,1460.0,1838.13,0.3133,6.6646,-12.765999999999998,12.89
10/1/2014,448.89,211.41,2221.0,879.0,1842.37,0.1842,6.941,-12.765999999999998,12.14
13/1/2014,118.44,607.85,886.0,2247.0,1819.2,0.5322,4.8842,-12.765999999999998,13.28
14/1/2014,507.4,133.38,2173.0,918.0,1838.88,3.358,3.4818,-12.765999999999998,12.28
15/1/2014,480.13,224.05,1997.0,1057.0,1848.38,0.7196,7.922000000000001,-12.765999999999998,12.28
16/1/2014,305.13,340.87,1779.0,1310.0,1845.89,0.3769,6.3736,-22.0159,12.53
17/1/2014,279.3,593.4,1314.0,1789.0,1838.7,7.9779,5.8474,-22.0159,12.44
21/1/2014,405.24,302.95,2037.0,1088.0,1843.8,7.3678,7.3936,-22.0159,12.87
22/1/2014,363.4,256.59,2015.0,1096.0,1844.86,0.7827,5.8714,-22.0159,12.84
23/1/2014,190.13,586.58,1039.0,2112.0,1828.46,0.596,2.9448,-23.7598,13.77
24/1/2014,74.02600000000001,839.85,431.0,2729.0,1790.29,0.6287,0.8682,-23.7598,18.14
27/1/2014,229.63,536.23,824.0,2317.0,1781.56,0.7535,1.0572,-23.7598,17.42
28/1/2014,505.33,107.14,2325.0,783.0,1792.5,0.6567,0.8427,-23.7598,15.8
29/1/2014,144.39,581.57,729.0,2401.0,1774.2,0.7145,0.8082,-23.7598,17.35
30/1/2014,476.15,165.94,2380.0,745.0,1794.19,0.8077,2.2671,-35.6322,17.29
31/1/2014,258.7,680.17,1171.0,1941.0,1782.59,1.2089,1.706,-35.6322,18.41
3/2/2014,47.06,871.24,478.0,2674.0,1741.89,2.2326,1.1487,-35.6322,21.44
4/2/2014,605.57,202.36,2117.0,999.0,1755.2,3.1095,0.6826,-35.6322,19.11
5/2/2014,315.17,431.77,1279.0,1798.0,1751.64,1.3109,0.7206,-35.6322,19.95
6/2/2014,605.02,129.32,2345.0,776.0,1773.43,2.9841,1.3337,-44.208,17.23
7/2/2014,625.06,129.62,2410.0,704.0,1797.02,1.4286,2.207,-44.208,15.29
10/2/2014,308.23,336.84,1818.0,1289.0,1799.84,2.6985,2.0205,-44.208,15.26
11/2/2014,596.06,109.04,2433.0,695.0,1819.75,4.0671,2.8563,-44.208,14.51
12/2/2014,315.44,316.24,1772.0,1339.0,1819.26,1.9857,3.5437,-44.208,14.3
13/2/2014,453.86,142.99,2292.0,804.0,1829.83,2.5063,4.6063,-19.7044,14.14
14/2/2014,409.53,202.93,2079.0,1032.0,1838.63,1.1166,4.6997,-19.7044,13.57
18/2/2014,393.77,308.67,2050.0,1049.0,1840.76,0.8341,7.0405,-19.7044,13.87
19/2/2014,205.96,487.26,1113.0,2014.0,1828.75,0.4352,5.0452,-19.7044,15.5
20/2/2014,495.71,163.44,2039.0,1059.0,1839.78,0.4306,4.2719,-15.6,14.79
21/2/2014,395.92,397.65,1765.0,1320.0,1836.25,0.4974,5.7776,-15.6,14.68
24/2/2014,497.68,208.68,1915.0,1201.0,1847.61,0.5278,7.8833,-15.6,14.23
25/2/2014,263.9,356.14,1434.0,1652.0,1845.12,0.5906,4.1836,-15.6,13.67
26/2/2014,374.3,288.08,1880.0,1208.0,1845.16,0.6536,5.5172,-15.6,14.35
27/2/2014,494.38,186.62,2105.0,992.0,1854.29,0.4046,4.2487,-20.6186,14.04
28/2/2014,550.52,384.68,1869.0,1243.0,1859.45,0.6542,7.1651,-20.6186,14.0
3/3/2014,182.47,516.32,1065.0,2028.0,1845.73,0.4671,2.6833,-20.6186,16.0
4/3/2014,749.54,95.23100000000001,2598.0,536.0,1873.91,0.7484,9.3964,-20.6186,14.1
5/3/2014,359.7,300.25,1503.0,1570.0,1873.81,0.3435,6.1717,-20.6186,13.89
6/3/2014,426.8,242.14,1765.0,1328.0,1877.03,0.4966,8.1716,-18.9802,14.21
7/3/2014,314.25,403.78,1331.0,1796.0,1878.04,0.5932,6.4214,-18.9802,14.11
10/3/2014,227.62,391.42,1362.0,1737.0,1877.17,0.6897,3.0947,-18.9802,14.2
11/3/2014,178.06,456.3,1008.0,2090.0,1867.63,0.4998,3.4031,-18.9802,14.8
12/3/2014,343.85,302.82,1806.0,1318.0,1868.2,0.5919,1.7171,-18.9802,14.47
13/3/2014,108.59,573.51,1024.0,2112.0,1846.34,0.624,2.3067,-17.3184,16.22
14/3/2014,295.99,335.54,1776.0,1301.0,1841.13,0.3111,1.7484,-17.3184,17.82
17/3/2014,463.12,133.11,2247.0,851.0,1858.83,0.2506,3.6216,-17.3184,15.64
18/3/2014,468.38,113.62,2387.0,742.0,1872.25,0.1879,4.4646,-17.3184,14.52
19/3/2014,173.29,483.0,779.0,2354.0,1860.77,0.2805,3.8342,-17.3184,15.12
20/3/2014,403.42,214.74,1541.0,1570.0,1872.01,0.7190000000000001,3.0162,-26.4368,14.52
21/3/2014,995.95,896.3,1825.0,1296.0,1866.52,0.9054,6.1313,-26.4368,15.0
24/3/2014,250.83,469.11,1161.0,1963.0,1857.44,0.9492,2.0281,-26.4368,15.09
25/3/2014,387.29,239.06,1817.0,1274.0,1865.62,1.3425,2.6488,-26.4368,14.02
26/3/2014,166.46,577.62,1058.0,2078.0,1852.56,1.3092,2.8696,-26.4368,14.93
27/3/2014,431.66,346.17,1661.0,1458.0,1849.04,1.28,1.5552,-37.677,14.62
28/3/2014,471.75,155.22,2205.0,900.0,1857.62,0.4995,2.3935,-37.677,14.41
31/3/2014,646.97,167.83,2378.0,752.0,1872.34,0.3746,4.4693,-37.677,13.88
1/4/2014,494.65,209.93,2257.0,907.0,1885.52,0.7481,5.3962,-37.677,13.1
2/4/2014,440.98,201.93,1787.0,1323.0,1890.9,0.9017,5.8915,-37.677,13.09
3/4/2014,273.66,370.47,1263.0,1834.0,1888.77,0.6225,5.0947,-29.2857,13.37
4/4/2014,232.98,540.35,1094.0,2024.0,1865.09,0.5928,5.6316,-29.2857,13.96
7/4/2014,165.03,657.34,870.0,2259.0,1845.04,0.4674,0.838,-29.2857,15.57
8/4/2014,508.19,229.73,2111.0,983.0,1851.96,0.9046,1.0255,-29.2857,14.89
9/4/2014,503.26,189.9,2266.0,838.0,1872.18,0.902,2.6447,-29.2857,13.82
10/4/2014,83.712,710.82,710.0,2423.0,1833.08,0.4041,1.9487,-43.0464,15.89
11/4/2014,158.57,641.69,895.0,2228.0,1815.69,0.2483,0.7158,-43.0464,17.03
14/4/2014,518.93,161.56,2026.0,1056.0,1830.61,0.031,1.8674,-43.0464,16.11
15/4/2014,500.56,281.84,1903.0,1215.0,1842.98,0.2175,2.0105,-43.0464,15.61
16/4/2014,524.63,141.33,2466.0,650.0,1862.31,0.3423,3.2578,-43.0464,14.18
17/4/2014,510.77,310.54,1819.0,1307.0,1864.85,0.6518,4.0582,-45.5658,13.36
21/4/2014,357.4,233.3,1918.0,1201.0,1871.89,0.40399999999999997,3.1918,-45.5658,13.25
22/4/2014,470.51,194.79,2299.0,827.0,1879.55,0.3423,3.9628,-45.5658,13.19
23/4/2014,306.75,344.26,1506.0,1608.0,1875.39,0.9589,4.3532,-45.5658,13.27
24/4/2014,319.05,328.27,1586.0,1509.0,1878.61,1.6495,4.1486,-30.9942,13.32
25/4/2014,170.17,519.28,1066.0,2053.0,1863.4,1.4939,2.1746,-30.9942,14.06
28/4/2014,362.38,449.28,1623.0,1494.0,1869.43,1.9177,3.0688,-30.9942,13.97
29/4/2014,470.36,263.31,1871.0,1260.0,1878.33,0.4964,3.7783,-30.9942,13.71
30/4/2014,554.61,339.49,2071.0,1035.0,1883.95,0.5576,3.3572,-30.9942,13.41
1/5/2014,349.09,339.28,1794.0,1347.0,1883.68,0.4338,4.1062,-40.453,13.25
2/5/2014,415.16,274.93,1771.0,1331.0,1881.14,0.1238,4.0285,-40.453,12.91
5/5/2014,256.21,341.21,1534.0,1569.0,1884.66,0.1866,2.7228,-40.453,13.29
6/5/2014,168.5,519.66,986.0,2143.0,1867.72,0.4954,2.9138,-40.453,13.8
7/5/2014,506.98,251.23,2033.0,1100.0,1878.21,0.8698,4.3895,-40.453,13.4
8/5/2014,280.92,407.24,1325.0,1811.0,1875.63,1.6429,4.7295,-43.3121,13.43
9/5/2014,302.91,341.8,1746.0,1349.0,1878.48,0.8671,2.1462,-43.3121,12.92
12/5/2014,539.03,93.73299999999999,2463.0,672.0,1896.65,1.1812,5.102,-43.3121,12.23
13/5/2014,281.26,313.33,1404.0,1741.0,1897.45,0.5578,4.5412,-43.3121,12.13
14/5/2014,201.96,409.79,1196.0,1937.0,1888.53,0.8973,2.4443,-43.3121,12.17
15/5/2014,147.39,591.81,952.0,2186.0,1870.85,1.1779,1.6682,-33.758,13.17
16/5/2014,479.67,258.1,2102.0,1017.0,1877.86,2.4111,2.5163,-33.758,12.44
19/5/2014,370.12,210.68,2024.0,1096.0,1885.08,1.5147,3.1948,-33.758,12.42
20/5/2014,108.27,532.15,937.0,2215.0,1872.83,1.8663,2.5031,-33.758,12.96
21/5/2014,416.44,158.72,2018.0,1087.0,1888.03,0.4329,3.0688,-33.758,11.91
22/5/2014,364.02,200.84,2009.0,1101.0,1892.49,0.6179,3.6831,-39.1304,12.03
23/5/2014,376.12,158.37,2120.0,996.0,1900.53,0.8354,3.8022,-39.1304,11.36
27/5/2014,433.91,218.28,2150.0,987.0,1911.91,1.6991,6.9997,-39.1304,11.51
28/5/2014,297.51,320.18,1635.0,1491.0,1909.78,1.1184,4.6706,-39.1304,11.68
29/5/2014,373.42,156.28,2099.0,1033.0,1920.03,0.3722,5.9476,-27.0718,11.57
30/5/2014,477.77,416.92,1589.0,1516.0,1923.57,1.2052,5.9808,-27.0718,11.4
2/6/2014,283.37,247.94,1491.0,1619.0,1924.97,1.1159,7.1671,-27.0718,11.58
3/6/2014,311.34,327.33,1193.0,1926.0,1924.24,0.4952,5.0309,-27.0718,11.87
4/6/2014,316.6,255.44,1621.0,1503.0,1927.88,0.3091,5.6984,-27.0718,12.08
